Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Asset Description,Asset ID Label,Make,Model,Serial,Capacity,Last Service Date,Manufacture Date,Condition,Comments,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Defect Description,dafasdfasdf,Defect Photo 1,GPS Altitude,GPS Horizontal Accuracy,GPS Vertical Accuracy,GPS Speed,GPS Course
RSP01830,5f4d2772-a79a-46d1-9254-bec2bba9ea2b,2021-12-08,-33.32274566,115.6682883,Bunbury,Berth 8 North Side Amenities,Ground,First Aid Room,Furniture & Fittings,Occasional & Function Furniture,Square Table,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01831,21188fc3-0e30-47c9-84f8-d21ceb78f30f,2021-12-08,-33.32274566,115.6682883,Bunbury,Berth 8 North Side Amenities,Ground,First Aid Room,Electrical,Lighting,Fluorescent Light - Single,No,,,4,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01832,64dd43af-0015-4ba3-ae4e-939cc3a1ed0a,2021-12-08,-33.32274566,115.6682883,Bunbury,Berth 8 North Side Amenities,Ground,First Aid Room,Hydraulics,Domestic Water,Safety Eye Wash Kit - Portable,No,,,1,,,Braun,500ml x 2,,,,,3 - Good,,RSP01832_20211208_01.jpg,,,,,,,,,,,,,
RSP01833,39f6cdc0-e814-43f1-aff6-4063cb071b44,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Hallway,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01834,801d297a-bb6d-42bd-b11e-b986e5de2beb,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Lunchroom,Furniture & Fittings,Occasional & Function Furniture,Square Table,No,,,2,,,,,,,,,4  - Fair,,RSP01834_20211208_01.jpg,,,,,,,,,,,,,
RSP01835,6d9f74df-736d-4694-ac77-11fa8a8614bc,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Lunchroom,Furniture & Fittings,Occasional & Function Furniture,Square Table,No,,,3,Foldable Rectangle,,,,,,,,4  - Fair,,RSP01835_20211208_01.jpg,,,,,,,,,,,,,
RSP01836,034c13aa-4955-4def-8c6e-f10f613cbc3b,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Lunchroom,Electrical,Lighting,Fluorescent Light - Single,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01837,d6231b00-b789-4fb5-83cc-3ff98800ff99,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Lunchroom,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,1,,CLEANER,,,,,,,3 - Good,,RSP01837_20211208_01.jpg,,,,,,,,,,,,,
RSP01838,8981188e-0061-4f7c-bc8d-f4e8507855df,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Lunchroom,Furniture & Fittings,Office Furniture,Visitor's Chair,No,,,8,,,,,,,,,3 - Good,,RSP01838_20211208_01.jpg,,,,,,,,,,,,,
RSP01839,6bb089cd-3ab4-40fe-8aa6-3aba05e89810,2021-12-08,-33.32280449,115.6683125,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,IT & Communications,Audio Visual,Television (Display) (TV),No,,,1,,,Samsung,,,,,,3 - Good,,RSP01839_20211208_01.jpg,,,,,,,,,,,,,
RSP01840,9033a3bb-2363-4b66-8e18-98fd37749fb7,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Electrical,Power Distribution,Distribution Board (DB),No,,105327,1,8 RCD,,,,,100A,,,3 - Good,,RSP01840_Q105327_20211208_01.jpg,,,,,,,,,,,,,
RSP01841,e1a5b1cf-a9c4-4947-9453-2711cb371113,2021-12-08,-33.32280477,115.6683265,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,105323,8,,,,ABE,,4.5kg,Oct-2021,,3 - Good,,,,,,,,,,,,,,,
RSP01842,6ad11938-dec0-4cfb-98a4-e9b2faf425ef,2021-12-08,-33.32282915,115.6683463,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01843,cc82b2fc-1b4b-409f-999c-550e93249078,2021-12-08,-33.32282018,115.6683524,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Furniture & Fittings,Furniture,Shelf Racking,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01844,b43366da-c4ce-47f5-9a2a-dcf026d16fc7,2021-12-08,-33.32281514,115.6683416,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Furniture & Fittings,Occasional & Function Furniture,Square Table,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01845,3eab2a99-8655-4470-b804-6fd8ba9fdd83,2021-12-08,-33.32283783,115.6683866,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,105324,1,,,Mitsubishi,DKX28ZA-S,736100698BE,,,,3 - Good,,RSP01845_Q105324_20211208_01.jpg,,,,,,,,,,,,,
RSP01846,791f57fa-a721-4670-9b9d-0d947a20beae,2021-12-08,-33.32281598,115.6683721,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Kitchen Equipment,Food Preperation,Microwave,No,,,1,,,Sharp,,,,,,3 - Good,,RSP01846_20211208_01.jpg,,,,,,,,,,,,,
RSP01847,96f02270-d4b3-43d3-b120-3aa7a13458a7,2021-12-08,-33.32283531,115.6684006,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Kitchen Equipment,Refrigeration,Refrigerator - Commercial,No,,105330,1,,,Norsk,NSK-430-NG,430WB20210410019,,,,3 - Good,,RSP01847_Q105330_20211208_01.jpg,,,,,,,,,,,,,
RSP01848,c29fca6a-b211-43a7-b427-5b7e7de1431d,2021-12-08,-33.32283531,115.6684006,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Kitchen Equipment,Refrigeration,Refrigerator - Commercial,No,,105329,1,,,Norsk,NSK-430-NG,430WB20210410001,,,,3 - Good,,RSP01848_Q105329_20211208_01.jpg,,,,,,,,,,,,,
RSP01849,ace73868-0e33-4823-81f9-d3149285bfa2,2021-12-08,-33.32281514,115.6683416,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Furniture & Fittings,Office Furniture,Desk,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01850,ec9c40f5-3577-469f-baea-e576791e12e5,2021-12-08,-33.32281514,115.6683416,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Furniture & Fittings,Office Furniture,Desk,No,,,5,Blow Mold,,Lifetime,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01851,3fb16eb6-db7e-45eb-8287-ab1da827ca82,2021-12-08,-33.32282859,115.668346,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Furniture & Fittings,Office Furniture,Visitor's Chair,No,,,21,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01852,5f96d373-968f-41ab-8d62-89d1b88a7724,2021-12-08,-33.3228199,115.6683812,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Hydraulics,Domestic Water,Chilled Water Dispenser,No,,105326,1,,,ZIP,Economaster,,,,,3 - Good,,RSP01852_Q105326_20211208_01.jpg,,,,,,,,,,,,,
RSP01853,9680e816-0dcd-4ecc-ba2d-7a0fb10794a1,2021-12-08,-33.32281654,115.6683564,Bunbury,Berth 8 North Side Amenities,Ground,Meeting Room,Hydraulics,Hot Water,Electric Hot Water Unit,No,,105328,1,,,Everhot,,,,,,3 - Good,,RSP01853_Q105328_20211208_01.jpg,,,,,,,,,,,,,
RSP01854,315bd28a-3e65-47a5-aadf-445c22269dd5,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Toilets,HVAC,Air Conditioning,Exhaust Fan,No,,No QR Code,2,,,Airflow,,,,,,4  - Fair,,,,,,,,,,,,,,,
RSP01855,d4215f49-d57a-4cf8-9822-511816d42666,2021-12-08,-33.3227706,115.6683289,Bunbury,Berth 8 North Side Amenities,Ground,Toilets,Electrical,Lighting,Fluorescent Light - Single,No,,,6,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01856,f44c8cff-2195-4226-bfa8-02e6d98adf34,2021-12-08,-33.32282214,115.6682682,Bunbury,Berth 8 North Side Amenities,Ground,,Building,Building,Building,No,,109407,1,,,,,,,,,3 - Good,,RSP01856_Q109407_20211208_01.jpg,,,,,,,,,,,,,
RSP01857,5c319607-3008-4b91-b9b8-a65afff6ec29,2021-12-09,-33.32545918,115.671173,Bunbury,Berth 8 Pedestrian Access,Ground,,Security & Access,Access Control,Boom Gate,No,,105381,1,Turnstile,,,,,,,,3 - Good,,RSP01857_Q105381_20211209_01.jpg,,,,,,,,,,,,,
RSP01858,26fac46a-02fa-4670-bdd3-c526f585bdd7,2021-12-08,-33.32326478,115.668068,Bunbury,Berth 8 South Amenities,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105343,1,,,Teco,TSO27HFDMHBE,Not Sighted,2.7kW,,,3 - Good,,RSP01858_Q105343_20211208_01.jpg,RSP01858_Q105343_20211208_02.jpg,,,,,,,,,,,,
RSP01859,5389bfd8-f926-482c-b86c-ce2c233d48f2,2021-12-08,-33.32325918,115.6680861,Bunbury,Berth 8 South Amenities,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105342,1,,,Teco,TSO50HVEM,Not Sighted,5kW,,,3 - Good,,RSP01859_Q105342_20211208_01.jpg,RSP01859_Q105342_20211208_02.jpg,,,,,,,,,,,,
RSP01860,165a42a6-c039-42a7-853d-84348b26b172,2021-12-08,-33.32321688,115.6680248,Bunbury,Berth 8 South Amenities,Ground,External,Electrical,Lighting,Fluorescent Light - Double,No,,,5,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01861,fd4b28e6-e333-4850-96f6-7cb8188464e9,2021-12-08,-33.32316645,115.6679594,Bunbury,Berth 8 South Amenities,Ground,External,Hydraulics,Hot Water,Electric Hot Water Unit,No,,105337,1,,,Rheem,492400R7,6032065,400L,,22-Dec-2016,3 - Good,,RSP01861_Q105337_20211208_01.jpg,RSP01861_Q105337_20211208_02.jpg,,,,,,,,,,,,
RSP01862,dc6a70a7-bcd7-44ea-a388-5916bb416dd4,2021-12-08,-33.32315665,115.6679735,Bunbury,Berth 8 South Amenities,Ground,External,Hydraulics,Domestic Water,Safety Eye Wash & Shower (Plumbed),No,,105338,1,,,Speakman,,,,,,3 - Good,,RSP01862_Q105338_20211208_01.jpg,,,,,,,,,,,,,
RSP01863,40c76a89-8314-4ee9-acb4-1cbad08018a8,2021-12-08,-33.32319503,115.6679913,Bunbury,Berth 8 South Amenities,Ground,Female Shower,HVAC,Air Conditioning,Exhaust Fan,No,,No QR Code,1,,,Airflow,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01864,3b97a5a8-761c-4ac9-99a6-008f4cc6f3c2,2021-12-08,-33.32319503,115.6679913,Bunbury,Berth 8 South Amenities,Ground,Female Shower,Electrical,Lighting,Fluorescent Light - Double,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01865,2b658cf2-6b4d-41bf-b8fc-23c0047360cd,2021-12-08,-33.32319503,115.6679913,Bunbury,Berth 8 South Amenities,Ground,Female Toilet,HVAC,Air Conditioning,Exhaust Fan,No,,No QR Code,1,,,Airflow,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01866,24b07d8c-830d-45dc-9fd9-c07dfd2f1d89,2021-12-08,-33.32319503,115.6679913,Bunbury,Berth 8 South Amenities,Ground,Female Toilet,Electrical,Lighting,Fluorescent Light - Double,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01867,c9af5e09-90f4-4a15-b9a4-a36d2a92787b,2021-12-08,-33.32323509,115.6680536,Bunbury,Berth 8 South Amenities,Ground,First Aid Room,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,105340,1,,,,ABE,,2.5kg,Oct-2021,,3 - Good,,,,,,,,,,,,,,,
RSP01868,c48efb1f-26b6-4a15-b8c9-ed66f9c99b78,2021-12-08,-33.32323509,115.6680536,Bunbury,Berth 8 South Amenities,Ground,First Aid Room,Furniture & Fittings,Occasional & Function Furniture,First Aid Bed,No,,,1,,,,,,,,,3 - Good,,RSP01868_20211208_01.jpg,,,,,,,,,,,,,
RSP01869,5251cd94-e817-4604-88c5-50b39a7e2b16,2021-12-08,-33.32323509,115.6680536,Bunbury,Berth 8 South Amenities,Ground,First Aid Room,Furniture & Fittings,Occasional & Function Furniture,First Aid Bed,No,,,1,Stretcher,,,,,,,,3 - Good,,RSP01869_20211208_01.jpg,,,,,,,,,,,,,
RSP01870,655b3faa-d04e-4504-a97b-16ba3e7b62f0,2021-12-08,-33.32323509,115.6680536,Bunbury,Berth 8 South Amenities,Ground,First Aid Room,Electrical,Emergency Lighting,Exit Light,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01871,aca7338a-8e37-4300-a623-02a2d1d9f878,2021-12-08,-33.32323509,115.6680536,Bunbury,Berth 8 South Amenities,Ground,First Aid Room,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01872,96e3dc93-2135-47e5-8b63-120cca560125,2021-12-08,-33.32323509,115.6680536,Bunbury,Berth 8 South Amenities,Ground,First Aid Room,Safety & Medical Services,Medical Equipment,First Aid Kit,No,,105339,1,,,St John,,,,,,3 - Good,,RSP01872_Q105339_20211208_01.jpg,,,,,,,,,,,,,
RSP01873,c29a2c9f-cac5-44b1-8a3f-d9d032b6baa2,2021-12-08,-33.32322276,115.6680248,Bunbury,Berth 8 South Amenities,Ground,Lockers,Fire Equipment,Fire Detection,Smoke Detector,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01874,6e05bd95-ac07-4ca0-bee6-8cd4cab99f6c,2021-12-08,-33.32322276,115.6680248,Bunbury,Berth 8 South Amenities,Ground,Lockers,Furniture & Fittings,Occasional & Function Furniture,Lockers,No,,,8,2 x 1,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01875,e892c62c-bb60-4d87-bcc7-b6dd477a9d7b,2021-12-08,-33.32322136,115.6680117,Bunbury,Berth 8 South Amenities,Ground,Lockers,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,105341,1,,,Teco,,,,,,3 - Good,,RSP01875_Q105341_20211208_01.jpg,,,,,,,,,,,,,
RSP01876,25ed42fb-bd53-4d88-920c-c7020934feb1,2021-12-08,-33.32322276,115.6680248,Bunbury,Berth 8 South Amenities,Ground,Lockers,Electrical,Emergency Lighting,Exit Light,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01877,28423172-6832-4ef8-8951-7b9a3cac7cc8,2021-12-08,-33.32322276,115.6680248,Bunbury,Berth 8 South Amenities,Ground,Lockers,Electrical,Lighting,Fluorescent Light - Single,No,,,5,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01878,c58dd24d-9001-41a9-81d4-2e2a46dfb97c,2021-12-08,-33.32321632,115.6680318,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,IT & Communications,Audio Visual,Television (Display) (TV),No,,,1,,,Samsung,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01879,2a691fca-a4ff-44ab-8a99-d70d1a57f9f2,2021-12-08,-33.32321632,115.6680318,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Electrical,Power Distribution,Distribution Board (DB),No,,105394,1,3 RCD,,Clipsal,,,80A,,,3 - Good,,RSP01879_Q105394_20211208_01.jpg,,,,,,,,,,,,,
RSP01880,d82687e1-7a72-4866-8733-e244d505d3b4,2021-12-08,-33.32320679,115.6680134,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,105388,1,,,,ABE,,4.5kg,Oct-2021,,3 - Good,,,,,,,,,,,,,,,
RSP01881,e6827c40-dd78-4579-a78e-eac6ec1d3ca0,2021-12-08,-33.32320679,115.6680134,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,105389,1,,,,CO2,,3.5kg,Oct-2021,,3 - Good,,,,,,,,,,,,,,,
RSP01882,b889c29f-576e-4fe1-8316-c7202aa2ab44,2021-12-08,-33.32321632,115.6680318,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01883,2ddaa422-4bd7-4d32-9042-d8988ac09259,2021-12-08,-33.32321632,115.6680318,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Furniture & Fittings,Occasional & Function Furniture,Dining Table Round,No,,,4,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01884,df944f04-35b1-4c52-b0df-c109f94abbbe,2021-12-08,-33.3233122,115.6679979,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Furniture & Fittings,Occasional & Function Furniture,Kitchen Chair,No,,,11,,,,,,,,,3 - Good,,,,,,,,,,,-26.53375734,11.166,,,263.63715
RSP01885,4392e78b-e0d8-460a-837a-bc5472bbd77a,2021-12-08,-33.32320679,115.6680134,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,105390,1,,,Teco,,,,,,3 - Good,,RSP01885_Q105390_20211208_01.jpg,,,,,,,,,,,,,
RSP01886,2318981e-ea80-4c1e-8a0a-747726095b6d,2021-12-08,-33.32320819,115.6680144,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Kitchen Equipment,Food Preperation,Microwave,No,,,2,,,LG,,,,,,3 - Good,,RSP01886_20211208_01.jpg,,,,,,,,,,,,,
RSP01887,5b2ad404-be99-4d3a-8cc9-c3269058f4a4,2021-12-08,-33.32320819,115.6680144,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Kitchen Equipment,Food Preperation,Oven,No,,,1,Pie Warmer,,Roband,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01888,19b2c65a-52e4-45a4-85c1-e5b12682fd42,2021-12-08,-33.32321632,115.6680318,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Kitchen Equipment,Refrigeration,Refrigerator - Commercial,No,,105393,1,,,Norsk,,1000WBA20170519010,,,,3 - Good,,RSP01888_Q105393_20211208_01.jpg,,,,,,,,,,,,,
RSP01889,8fb55e1d-7222-41de-943a-b97e104e511b,2021-12-08,-33.32321632,115.6680318,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Electrical,Emergency Lighting,Exit Light,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01890,8baedfb4-c26d-46b8-8290-03e28695e80f,2021-12-08,-33.32320679,115.6680134,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Electrical,Lighting,Fluorescent Light - Single,No,,,6,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01891,4ae33165-8147-412c-b229-071898b5101f,2021-12-08,-33.3233122,115.6679979,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Furniture & Fittings,Office Furniture,Office Chair,No,,,2,,,,,,,,,4  - Fair,,,,,,,,,,,-26.53375734,11.166,,,263.63715
RSP01892,603a6aea-dced-4606-97ab-4d5dbd813216,2021-12-08,-33.32321632,115.6680318,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Hydraulics,Domestic Water,Chilled Water Dispenser,No,,105392,1,,,Partner,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01893,3ef0639a-c106-44cf-b62d-29131bf4f025,2021-12-08,-33.32320679,115.6680134,Bunbury,Berth 8 South Amenities,Ground,Lunchroom,Hydraulics,Hot Water,Zip Unit - Wall Mounted,No,,105391,1,,,,,,,,,7 - Out of service,,RSP01893_Q105391_20211208_01.jpg,RSP01893_Q105391_20211208_02.jpg,,,,,Out Of Service Tag,,DEFECT_RSP01893_01.jpg,,,,,
RSP01894,2397429e-3c70-45a4-992d-e3a40e9b1ce1,2021-12-08,-33.32322276,115.6680248,Bunbury,Berth 8 South Amenities,Ground,Male Showers,Electrical,Lighting,Fluorescent Light - Double,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01895,953f030d-9f9d-433e-b2e8-7279bd15d90f,2021-12-08,-33.32320231,115.6680117,Bunbury,Berth 8 South Amenities,Ground,Male Toilet,HVAC,Air Conditioning,Exhaust Fan,No,,No QR Code,1,,,Airflow,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01896,0ca36fd9-b64e-494c-8af7-be4bdebba272,2021-12-08,-33.32320231,115.6680117,Bunbury,Berth 8 South Amenities,Ground,Male Toilet,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01897,f794f548-f986-4f0c-8ac7-d2266ef6a4e2,2021-12-08,-33.32324882,115.6680848,Bunbury,Berth 8 South Amenities,Ground,Permit Office,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01898,ad646833-2a83-481d-9372-5fa9bd5c1848,2021-12-08,-33.32320231,115.6680117,Bunbury,Berth 8 South Amenities,Ground,Toilet Hallway,Electrical,Emergency Lighting,Exit Light,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01899,e0f35228-6df0-44a6-b4f0-1873cde489d6,2021-12-08,-33.32320231,115.6680117,Bunbury,Berth 8 South Amenities,Ground,Toilet Hallway,Electrical,Lighting,Fluorescent Light - Single,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01900,da114d33-440b-4d8c-8cc8-20130e237302,2021-12-08,-33.32321688,115.6680248,Bunbury,Berth 8 South Amenities,Ground,,Building,Building,Building,No,,109408,1,,,,,,,,,3 - Good,,RSP01900_Q109408_20211208_01.jpg,,,,,,,,,,,,,
RSP01901,b7db5a73-60e3-48bb-8ef6-ae9f165a1aaf,2021-12-08,-33.32345445,115.6690377,Bunbury,Berth 8 Tronox Office,Ground,,Building,Building,Building,No,,109409,1,,,,,,,,,3 - Good,,RSP01901_Q109409_20211208_01.jpg,,,,,,,,,,,,,
RSP01902,50be9268-9786-4ccb-965b-afa1cd562842,2021-12-08,-33.32295774,115.6677291,Bunbury,Berth 8 West,Ground,,Fire Equipment,Fire Suppression,Hydrant,No,,105335,1,,,,,,,Oct-2021,,3 - Good,,,,,,,,,,,,,,,
RSP01903,0f82f13c-fd34-46c5-a924-931785020962,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,External,Electrical,Lighting,Flood Light - LED,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01904,115d2e05-7daf-4f67-be32-27bd9858aee1,2021-12-02,-33.32648619,115.663283,Bunbury,Bio Shed,Ground,External Storage Container,Building,Building,Building,No,,109110,1,,,,,TRLU 268004 9,,,,3 - Good,,RSP01904_Q109110_20211202_01.jpg,,,,,,,,,,,,,
RSP01905,6218d100-9c52-4ed4-9807-aade73207e31,2021-12-02,-33.32648619,115.663283,Bunbury,Bio Shed,Ground,External Storage Container,Port Specific,Enviromental,Spill Response,No,,,1,1 Lot Boom,,,,,,,,3 - Good,,RSP01905_20211202_01.jpg,,,,,,,,,,,,,
RSP01906,75f8469b-e12b-43f1-b6dd-7dca0741bda7,2021-12-08,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,Qube Office,Plant & Equipment,Workshop Equipment,Trolley,No,,105424,1,Trolley Mounted Hose Reel,,Real Ezy,R70050038MR,SOR560,,,,3 - Good,,RSP01906_Q105424_20211208_01.jpg,,,,,,,,,,,,,
RSP01907,2139aaa6-5649-453e-bd60-4331a1f5e670,2021-12-08,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,Qube Office,Plant & Equipment,Workshop Equipment,Trolley,No,,105425,1,Trolley Mounted Hose Reel,,Real Ezy,R70050038MR,SOR457,,,,3 - Good,,RSP01907_Q105425_20211208_01.jpg,,,,,,,,,,,,,
RSP01908,72dbef5a-9214-4a1b-9463-b5cbcb2938a4,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Security & Access,Access Control,Motorised Roller Door,No,,105020,1,,D1,Grifco,,,,,,3 - Good,,RSP01908_Q105020_20211202_01.jpg,,,,,,,,,,,,,
RSP01909,bd9ed8c8-08c3-47c0-9e9e-b616f3e3fcf4,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Security & Access,Access Control,Motorised Roller Door,No,,105021,1,,D2,Grifco,,,,,,3 - Good,,RSP01909_Q105021_20211202_01.jpg,,,,,,,,,,,,,
RSP01910,ccd7a3e3-faa2-4a1b-958c-227696f5d764,2021-12-02,-33.32640551,115.6631096,Bunbury,Bio Shed,Ground,,Building,Building,Building,No,,109111,1,,,,,,,,,3 - Good,,RSP01910_Q109111_20211202_01.jpg,,,,,,,,,,,,,
RSP01911,9266f4b8-1bf6-46c1-aaf1-047effa831fd,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,105022,1,8 RCD and 1 Emergency Light Test Switch,BIO SHED DB,NHP,Concept,,250A,,,3 - Good,,RSP01911_Q105022_20211202_01.jpg,RSP01911_Q105022_20211202_02.jpg,,,,,,,,,,,,
RSP01912,860cd576-df4d-4a40-a30e-64490c3c1db1,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Furniture & Fittings,Furniture,Shelf Racking,No,,,17,,,,,,,,,3 - Good,,RSP01912_20211202_01.jpg,RSP01912_20211202_02.jpg,,,,,,,,,,,,
RSP01913,1ae2f898-90af-4435-873d-856f71958af0,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Electrical,Emergency Lighting,Emergency Light - Fluoro,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01914,055ad326-6c2c-4dba-8d38-71af3833ad87,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Electrical,Emergency Lighting,Exit Light,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01915,fa9baf64-e0a7-438e-a9de-b08d19b58e38,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Electrical,Lighting,High Bay - LED,No,,,14,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01916,109c1bdc-8af9-40ac-87b8-d970ce998635,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,1,,,,,,,,,3 - Good,,RSP01916_20211202_01.jpg,,,,,,,,,,,,,
RSP01917,313c8622-1af1-4c51-a082-a0068031cd2f,2021-12-02,-33.32634443,115.6630302,Bunbury,Bio Shed,Ground,,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,1,Steel for Hoses,,,,,,,,3 - Good,,RSP01917_20211202_01.jpg,,,,,,,,,,,,,
