Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Asset Description,Asset ID Label,Make,Model,Serial,Capacity,Last Service Date,Manufacture Date,Condition,Comments,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Defect Description,dafasdfasdf,Defect Photo 1,GPS Altitude,GPS Horizontal Accuracy,GPS Vertical Accuracy,GPS Speed,GPS Course
RSP01745,e0a12574-b54b-45c9-981a-68ac78685841,2021-12-02,-33.32499302,115.6611449,Bunbury,Berth 5 Exit,Ground,West,Security & Access,Access Control,Card Reader Post,No,,107575,1,Portable Swipe Access Post,B5 East 1,,,,,,,3 - Good,,RSP01745_Q107575_20211202_01.jpg,,,,,,,,,,,,,
RSP01746,06669e83-42b1-40ad-972e-1123d0eb8824,2021-12-02,-33.32499302,115.6611449,Bunbury,Berth 5 Exit,Ground,West,Security & Access,Access Control,Card Reader Post,No,,107576,1,Portable Swipe Access Post,B5 East 2,,,,,,,3 - Good,,RSP01746_Q107576_20211202_01.jpg,,,,,,,,,,,,,
RSP01747,76588849-28ae-4bee-bfba-e029b068d5fe,2021-12-02,-33.32500714,115.6611531,Bunbury,Berth 5 Exit,Ground,West,Electrical,Power Distribution,Control Panel,Yes,,104001,1,,GATE CONTROL PANEL,,,,,,,3 - Good,,RSP01747_Q104001_20211202_01.jpg,,,,,,,,,3.19424212,0.005656855,,,233.26
RSP01748,9209d0d8-0cec-4247-bdaf-d97f025b5bcb,2021-12-02,-33.32500015,115.6611442,Bunbury,Berth 5 Exit,Ground,West,IT & Communications,IT,Communications Cabinet (Rack),Yes,,104000,1,,COMMUNICATION PANEL,,,,,,,3 - Good,,RSP01748_Q104000_20211202_01.jpg,,,,,,,,,3.184295297,0.005656855,,,335.82
RSP01749,f40f0e39-d752-4fe9-97f5-909292b1950d,2021-12-02,-33.32504488,115.6610251,Bunbury,Berth 5 Exit,Ground,West,Security & Access,Security,CCTV Camera - Dome,Yes,,107577,3,On Tower,,,,,,,,3 - Good,,RSP01749_Q107577_20211202_01.jpg,,,,,,,,,3.157987237,0.012727922,,,198.8
RSP01750,ee00cb10-7810-452e-a50f-9416284e7ab1,2021-12-02,-33.32483147,115.6609254,Bunbury,Berth 5 Pedestrian Turnstile,Ground,,Security & Access,Access Control,Boom Gate,Yes,,105006,1,Turnstile,,,,,,,,3 - Good,,RSP01750_Q105006_20211202_01.jpg,,,,,,,,,3.418668389,0.00781025,,,259.15
RSP01751,eaf56426-1a25-48cf-839c-2cbf2beb6599,2021-12-02,-33.32921779,115.6636214,Bunbury,Berth 5 South Entrance,Ground,,Security & Access,Access Control,Automatic Gate,Yes,,103993,1,,,GDS,,,,,,3 - Good,,RSP01751_Q103993_20211202_01.jpg,RSP01751_Q103993_20211202_02.jpg,,,,,,,,4.242799401,0.005656855,,,161.11
RSP01752,199d2dec-56c4-497d-b411-adad70f09c44,2021-12-02,-33.32921094,115.6637496,Bunbury,Berth 5 South Entry/Exit,Ground,External/Outside,Security & Access,Access Control,Card Reader Post,Yes,,,1,Access Post,,,,,,,,3 - Good,,RSP01752_20211202_01.jpg,,,,,,,,,4.304031014,0.005,,,154.09
RSP01753,aed0ed64-e082-4f91-96cf-4867428c512a,2021-12-02,-33.32907717,115.6637054,Bunbury,Berth 5 South Entry/Exit,Ground,,Electrical,Power Distribution,Control Panel,No,,103991,1,,GATE CONTROL PANEL,,,,,,,3 - Good,,RSP01753_Q103991_20211202_01.jpg,,,,,,,,,,,,,
RSP01754,5696b502-d099-4b2b-984a-df8a4a0c0ba7,2021-12-02,-33.32907213,115.6637131,Bunbury,Berth 5 South Entry/Exit,Ground,,IT & Communications,IT,Communications Cabinet (Rack),No,,103990,1,,COMMUMICATION PANEL,,,,,,,3 - Good,,RSP01754_Q103990_20211202_01.jpg,,,,,,,,,,,,,
RSP01755,005b65e4-4fbb-4953-96c7-c353a8bb0964,2021-12-02,-33.32915209,115.6636315,Bunbury,Berth 5 South Entry/Exit,Ground,,Security & Access,Security,CCTV Camera - Bullet,Yes,,107572,2,On Tower,,,,,,,,3 - Good,,RSP01755_Q107572_20211202_01.jpg,,,,,,,,,4.273763299,0.009219545,,,76.5
RSP01756,55a6f3e9-b0ea-4b0d-a25b-8fdb42f072d9,2021-12-02,-33.32912051,115.6636889,Bunbury,Berth 5 South Exit,Ground,,Security & Access,Access Control,Automatic Gate,Yes,,103992,1,,,GDS,,,,,,3 - Good,,RSP01756_Q103992_20211202_01.jpg,RSP01756_Q103992_20211202_02.jpg,,,,,,,,4.253427148,0.009433981,,,85.25
RSP01757,43b33233-445d-4b4d-b18e-4c8b873c25cd,2021-12-08,-33.3241415,115.6688883,Bunbury,Berth 8,Ground,Beside East Tower,Electrical,Power Distribution,Cathodic Protection,Yes,,105396,1,Cathodic Protection Unit,,McCoy Engineering,,,,,,4  - Fair,,RSP01757_Q105396_20211208_01.jpg,,,,,,,,,2.822658181,0.030610455,,,188.66
RSP01758,74fa0b8f-44db-4233-89ee-0063bc82099e,2021-12-08,-33.32392041,115.6687305,Bunbury,Berth 8,Ground,Beside East Tower,Fire Equipment,Fire Suppression,Fire Hose Reel,Yes,,105398,1,,,,,,,,,3 - Good,,,,,,,,,,,2.698718667,0.012041595,,,111.52
RSP01759,b22cf5ad-a018-40ea-8ee3-0ab81e851293,2021-12-08,-33.32396621,115.6687873,Bunbury,Berth 8,Ground,Beside East Tower,Fire Equipment,Fire Suppression,Hydrant,Yes,,105397,1,Dual,,,,,,Oct-2021,,3 - Good,,,,,,,,,,,2.561349511,0.015556349,,,343.4
RSP01760,b50d49c5-1350-4250-b894-5855b5142862,2021-12-08,-33.32334239,115.6680989,Bunbury,Berth 8,Ground,Entry/Exit,Security & Access,Access Control,Boom Gate,No,,105403,1,Turnstile,,,,,,,,4  - Fair,,RSP01760_Q105403_20211208_01.jpg,,,,,,,,,,,,,
RSP01761,cea24ab3-94a6-41c8-8948-de3f3089d687,2021-12-08,-33.32331237,115.6679243,Bunbury,Berth 8,Ground,Entry/Exit,Electrical,Power Distribution,Cathodic Protection,Yes,,105404,1,Cathodic Protection Unit,CATHODIC PROTECTION UNIT 2,McCoy Engineering,,,,,,3 - Good,,RSP01761_Q105404_20211208_01.jpg,,,,,,,,,2.87392199,0.05580323,,,170.44
RSP01762,04c19f14-b265-4caa-9a09-26b74617d340,2021-12-08,-33.32349647,115.6683799,Bunbury,Berth 8,Ground,External,Electrical,Lighting,Fluorescent Light - Double,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01763,fd78a6ac-3d82-43de-9d12-58687ee565ae,2021-12-08,-33.32349311,115.6683131,Bunbury,Berth 8,Ground,External Rear,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105421,1,,,Mitsubishi,DXC12ZSA-W,880203126BE,3.5kW,,,4  - Fair,,RSP01763_Q105421_20211208_01.jpg,RSP01763_Q105421_20211208_02.jpg,,,,,,,,,,,,
RSP01764,fff33c57-3ff6-4120-b96c-441066afebe6,2021-12-08,-33.32352308,115.668343,Bunbury,Berth 8,Ground,External Rear,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105423,1,,,Mitsubishi,DXC12ZSA-W,880202698BE,3.5kW,,,4  - Fair,,RSP01764_Q105423_20211208_01.jpg,RSP01764_Q105423_20211208_02.jpg,,,,,,,,,,,,
RSP01765,1e8c658d-afd3-4b94-971d-00d40ca6c3c0,2021-12-08,-33.32352308,115.668343,Bunbury,Berth 8,Ground,External Rear,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105422,1,,,Mitsubishi,DXC12ZSA-W,880200254BE,3.5kW,,,4  - Fair,,RSP01765_Q105422_20211208_01.jpg,RSP01765_Q105422_20211208_02.jpg,,,,,,,,,,,,
RSP01766,368a4bb9-48d9-44f8-90cb-8592c6d61f71,2021-12-08,-33.32349647,115.6683799,Bunbury,Berth 8,Ground,External Rear,Electrical,Lighting,Fluorescent Light - Single,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01767,8f4760c3-9705-484f-8470-6f54ccadb045,2021-12-08,-33.32350151,115.6683762,Bunbury,Berth 8,Ground,Qube Office,Building,Building,Building,No,,109412,1,,,,,,,,,3 - Good,,RSP01767_Q109412_20211208_01.jpg,,,,,,,,,,,,,
RSP01768,bac928a6-eb96-49d8-88bb-e7e79f9990df,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office,Electrical,Power Distribution,Distribution Board (DB),No,,105419,1,6 RCD,,Clipsal,,,80A,,,3 - Good,,RSP01768_Q105419_20211208_01.jpg,,,,,,,,,,,,,
RSP01769,b012ee11-286a-4885-87e9-0c6d116703e4,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,Electrical,Power Generation,UPS,No,,105416,1,,,APC,Smart-UPS,,1500VA,,,3 - Good,,RSP01769_Q105416_20211208_01.jpg,,,,,,,,,,,,,
RSP01770,f91275fb-a873-4e6a-9848-96ec635aa01a,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,Fire Equipment,Fire Suppression,Fire Blanket,No,,105418,1,,,BELL,,,,Oct-2021,,3 - Good,,,,,,,,,,,,,,,
RSP01771,e960d624-bcc2-4434-8392-7bcd6e3813f8,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,105411,1,,,,ABE,,4.5kg,Oct-2021,,3 - Good,,,,,,,,,,,,,,,
RSP01772,59ac67c8-2e08-49f5-9815-5aa3343d0f0f,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01773,731393a1-7534-4c93-a4d8-8192555a4a2c,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,105417,1,,,Mitsubishi,DXK12ZSA-W,840900453BE,,,2017,3 - Good,,RSP01773_Q105417_20211208_01.jpg,RSP01773_Q105417_20211208_02.jpg,,,,,,,,,,,,
RSP01774,09bdf2a4-d334-4fe1-b902-2e3197cb1406,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,105415,1,,,Mitsubishi,Not Sighted,Not Sighted,,,,3 - Good,,RSP01774_Q105415_20211208_01.jpg,,,,,,,,,,,,,
RSP01775,04ad7cfc-4988-4688-a424-8236180e75d9,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,IT & Communications,IT,Communications Cabinet (Rack),No,,105413,1,,,Partner,,,,,,3 - Good,,RSP01775_Q105413_20211208_01.jpg,,,,,,,,,,,,,
RSP01776,6f91df6d-b074-4f99-bf52-c1572420aa6c,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,IT & Communications,IT,Switch (Router),No,,,1,,,TP-Link,,,,,,3 - Good,,RSP01776_20211208_01.jpg,,,,,,,,,,,,,
RSP01777,8e2c892c-b8d4-4116-9fec-0eb6acaa1642,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,IT & Communications,IT,Switch (Router) - POE,No,,,1,,,Cisco,Catalyst 3560-CG ,,,,,3 - Good,,RSP01777_20211208_01.jpg,,,,,,,,,,,,,
RSP01778,fbca16fe-a12e-49f1-a8db-675e01f7ebcc,2021-12-08,-33.3232634,115.668633,Bunbury,Berth 8,Ground,Qube Office,Kitchen Equipment,Refrigeration,Refrigerator - Bar (Small),No,,,1,,,Hisense,,,,,,3 - Good,,,,,,,,,,,-26.59060051,9.5,,,180
RSP01779,fce2c6e9-0304-45e9-8fe6-191f483b846f,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,Electrical,Lighting,Fluorescent Light - Double,No,,,3,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01780,830cb0dc-b6f3-48b4-b222-7e2791c32954,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,Safety & Medical Services,Medical Equipment,AED (Defibrillator),No,,105420,1,,,St John,,,,,,3 - Good,,RSP01780_Q105420_20211208_01.jpg,,,,,,,,,,,,,
RSP01781,95585179-9d25-4929-b01f-9d335f05df6d,2021-12-08,-33.3232634,115.668633,Bunbury,Berth 8,Ground,Qube Office,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,-26.59060051,9.5,,,180
RSP01782,54935306-580d-4428-a2ce-7da1f4d868ba,2021-12-08,-33.3232634,115.668633,Bunbury,Berth 8,Ground,Qube Office,Furniture & Fittings,Office Furniture,Desk,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,-26.59060051,9.5,,,180
RSP01783,782c8d08-98a3-4a95-8894-7c00e359dc04,2021-12-08,-33.3232634,115.668633,Bunbury,Berth 8,Ground,Qube Office,Furniture & Fittings,Office Furniture,Filing Cabinet - 2 drawer,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,-26.59060051,9.5,,,180
RSP01784,bfb2ed10-8075-4c63-962d-ffe5e9d3a633,2021-12-08,-33.3232634,115.668633,Bunbury,Berth 8,Ground,Qube Office,Furniture & Fittings,Office Furniture,Office Chair,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,-26.59060051,9.5,,,180
RSP01785,5a3f8782-c67d-4d90-a28e-b0c9e580e866,2021-12-08,-33.32350207,115.6683701,Bunbury,Berth 8,Ground,Qube Office,Hydraulics,Domestic Water,Chilled Water Dispenser,No,,105412,1,,,Partner,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01786,8e3be199-e727-45be-89b8-5fba245e9a73,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office Lockers,Furniture & Fittings,Occasional & Function Furniture,Lockers,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01787,b15cfa46-cfae-4295-b159-222f1dc10968,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office Lockers,Furniture & Fittings,Occasional & Function Furniture,Square Table,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01788,15f2258f-6bda-4d50-8db1-10d6ffbfefb5,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office Lockers,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,105414,1,,,Mitsubishi,Not Sighted,Not Sighted,,,,3 - Good,,RSP01788_Q105414_20211208_01.jpg,,,,,,,,,,,,,
RSP01789,abd754c1-f7b7-4219-948a-e25bbede3e38,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office Lockers,Electrical,Lighting,Fluorescent Light - Double,No,,,2,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01790,baa5001d-356f-48bd-ab4c-e84bb0495ed5,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office Lockers,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,4,,,,,,,,,3 - Good,,RSP01790_20211208_01.jpg,,,,,,,,,,,,,
RSP01791,6cc1ec1d-0a50-4990-b5a6-4fd838d43fcd,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office Lockers,Furniture & Fittings,Office Furniture,Desk,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01792,3faf9015-0cf6-4711-ab52-b0cc6e861618,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office Lockers,Furniture & Fittings,Office Furniture,Office Chair,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01793,93ea5ff0-2faa-4808-ba35-c6cdc8684586,2021-12-08,-33.32348919,115.6683473,Bunbury,Berth 8,Ground,Qube Office Lockers,Furniture & Fittings,Office Furniture,Visitor's Chair,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01794,e450d300-5b4f-4f87-82a1-f3673da82ec9,2021-12-08,-33.32311658,115.6678836,Bunbury,Berth 8,Ground,Sewer Biomax System,Hydraulics,Waste,Water Tank,No,,105336,1,Sewer System,,BioMAX,,,,,,3 - Good,,RSP01794_Q105336_20211208_01.jpg,RSP01794_Q105336_20211208_02.jpg,,,,,,,,,,,,
RSP01795,a6ebf06f-f7a4-4c2c-a066-fabf1d8ac54c,2021-12-08,-33.32360853,115.668126,Bunbury,Berth 8,Ground,,Building,Building,Building,No,,No QR Code,1,,,,,,,,,3 - Good,,RSP01795_20211208_01.jpg,,,,,,,,,,,,,
RSP01796,7f200773-4cf2-4df0-a417-00dffe12a2d4,2021-12-08,-33.32372545,115.6684147,Bunbury,Berth 8,Ground,,Electrical,Power Distribution,Cathodic Protection,Yes,,105399,1,Cathodic Protection Unit,CATHODIC PROTECTION UNIT 4,,,,,,,4  - Fair,,RSP01796_Q105399_20211208_01.jpg,,,,,,,,,3.105741143,0.010630147,,,104.43
RSP01797,d02eb641-c63d-4634-81e4-4218bbc6b312,2021-12-08,-33.32287593,115.6674508,Bunbury,Berth 8,Ground,,Electrical,Power Distribution,Cathodic Protection,No,,105407,1,Cathodic Protection Unit,CATHODIC PROTECTION UNIT 1,McCoy Engineering,,,,,,4  - Fair,,RSP01797_Q105407_20211208_01.jpg,,,,,,,,,,,,,
RSP01798,ba24097b-8829-4e13-8120-025474ba153c,2021-12-08,-33.32417191,115.668924,Bunbury,Berth 8,Ground,,Fire Equipment,Fire Suppression,Fire Hose Reel,No,,105395,1,Portable Water Trailer,,,,,,,,3 - Good,,RSP01798_Q105395_20211208_01.jpg,,,,,,,,,,,,,
RSP01799,c48f86f9-390a-4f87-9f68-5ddc85aeb95a,2021-12-08,-33.32356653,115.6683079,Bunbury,Berth 8,Ground,,Fire Equipment,Fire Suppression,Fire Hose Reel,Yes,,105400,1,,,,,,,,,3 - Good,,,,,,,,,,,2.73046267,0.07574299,,,73.93
RSP01800,cfd8d274-6c4e-4b23-8cb6-24a0e2c3915b,2021-12-08,-33.32302169,115.6676544,Bunbury,Berth 8,Ground,,Fire Equipment,Fire Suppression,Fire Hose Reel,Yes,,105405,1,,,,,,,,,3 - Good,,,,,,,,,,,2.846692681,0.01421267,,,306.38
RSP01801,212eca26-8ee2-43c0-9ff0-991646efdd4f,2021-12-08,-33.32356653,115.6683079,Bunbury,Berth 8,Ground,,Fire Equipment,Fire Suppression,Hydrant,No,,105401,1,Dual,,,,,,Oct-2021,,3 - Good,,,,,,,,,,,2.73046267,0.07574299,,,73.93
RSP01802,5bff766c-5b98-41ce-b916-8ee432cac95e,2021-12-08,-33.32301136,115.6676472,Bunbury,Berth 8,Ground,,Fire Equipment,Fire Suppression,Hydrant,Yes,,105406,1,Dual,,,,,,Oct-2021,,3 - Good,,,,,,,,,,,2.641742349,0.037735924,,,309.71
RSP01803,16433ca0-821e-4bae-923c-30ff837572dd,2021-12-08,-33.3232872,115.6683718,Bunbury,Berth 8,Ground,,Electrical,Lighting,Lighting Pole,No,,,6,Lighting Tower/Pole,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01804,fdda2b31-9918-4d00-a663-7ff295b7612e,2021-12-08,-33.32376317,115.6686541,Bunbury,Berth 8,Ground,,Plant & Equipment,Plant,Lifting Cage,No,,107664,1,Man Cage,,All Lift,,A5114,300KG,Aug-2019,,3 - Good,,RSP01804_Q107664_20211208_01.jpg,RSP01804_Q107664_20211208_02.jpg,,,,,,,,,,,,
RSP01805,92339733-feae-483f-a7f5-27e3ee636cda,2021-12-08,-33.32382677,115.6681975,Bunbury,Berth 8,Ground,,Port Specific,Berth,Bollard (Mooring Point),No,,,21,,,,,,,,,3 - Good,,RSP01805_20211208_01.jpg,,,,,,,,,,,,,
RSP01806,27a8bf59-92c0-4024-a38d-cae039f401f0,2021-12-08,-33.3228975,115.6670626,Bunbury,Berth 8,Ground,,Port Specific,Berth,Fender,No,,,46,,,,,,,,,3 - Good,,RSP01806_20211208_01.jpg,,,,,,,,,,,,,
RSP01807,9c7a0542-3e52-4f5d-bad2-d9ed37bea5d3,2021-12-08,-33.32037581,115.6753791,Bunbury,Berth 8,Ground,,Plant & Equipment,Vehicles,Trailer,No,,107658,1,Trailer-VMS,1TSO 844,AD ENG,,6T9626WA1H0JC4002,,,08-Sep-2017,3 - Good,,RSP01807_Q107658_20211208_01.jpg,RSP01807_Q107658_20211208_02.jpg,RSP01807_Q107658_20211208_03.jpg,,,,,,,,,,,
RSP01808,0a45c2ce-50f2-4b5d-9440-2bc297e520a9,2021-12-08,-33.32346738,115.6680818,Bunbury,Berth 8,Ground,,Hydraulics,Domestic Water,Safety Eye Wash & Shower (Plumbed),Yes,,105402,1,,,Speakman,,,,,,3 - Good,,RSP01808_Q105402_20211208_01.jpg,,,,,,,,,2.844892144,0,,,0
RSP01809,9be2cf04-d033-497f-931e-ce8876844f4d,2021-12-08,-33.32473545,115.6702828,Bunbury,Berth 8 Entry Gate,Ground,,Security & Access,Access Control,Automatic Gate,Yes,,105410,1,,,,,,,,,3 - Good,,RSP01809_Q105410_20211208_01.jpg,,,,,,,,,3.205785394,0.006403124,,,72.06
RSP01810,714da0fb-21f9-48ce-ac19-06056fad4137,2021-12-08,-33.32471596,115.6704381,Bunbury,Berth 8 Entry Gate,Ground,,Security & Access,Access Control,Card Reader Post,No,,,1,Access Post,,,,,,,,3 - Good,,RSP01810_20211208_01.jpg,,,,,,,,,,,,,
RSP01811,35bd3408-92a4-4725-962d-ea1187ed645e,2021-12-08,-33.3247386,115.6702761,Bunbury,Berth 8 Entry Gate,Ground,,Electrical,Power Distribution,Control Panel,Yes,,105409,1,,GATE CONTROL PANEL,,,,,,,3 - Good,,RSP01811_Q105409_20211208_01.jpg,,,,,,,,,3.313823342,0.005,,,23.45
RSP01812,49f7de28-e448-47f5-913d-ff0d147473d4,2021-12-08,-33.32474303,115.67027,Bunbury,Berth 8 Entry Gate,Ground,,IT & Communications,IT,Communications Cabinet (Rack),Yes,,105408,1,,COMMUNICATION PANEL,,,,,,,3 - Good,,RSP01812_Q105408_20211208_01.jpg,,,,,,,,,3.297860742,0.006403124,,,22.78
RSP01813,8c65216a-74dd-47e9-812a-7cb80e4fc664,2021-12-08,-33.32472016,115.6702735,Bunbury,Berth 8 Entry Gate,Ground,,Electrical,Lighting,LED Light,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01814,128ccb4a-99a4-45c4-a4ba-0f3510e29f29,2021-12-08,-33.32463163,115.6703486,Bunbury,Berth 8 Entry Gate,Ground,,Security & Access,Security,CCTV Camera - Bullet,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01815,9e66f165-8ef6-485e-93e9-5cf293bcf02e,2021-12-08,-33.32463163,115.6703486,Bunbury,Berth 8 Entry Gate,Ground,,Security & Access,Security,CCTV Camera - Dome,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01816,36c5f393-8647-4523-915c-9940a73ec3a6,2021-12-14,-33.32375953,115.6730831,Bunbury,Berth 8 Exit,Ground,,Security & Access,Access Control,Automatic Gate,No,,105636,1,,,,,,,,,3 - Good,,RSP01816_Q105636_20211214_01.jpg,,,,,,,,,,,,,
RSP01817,677d13a5-e87e-4251-a6d6-b29c1b42ca82,2021-12-14,-33.32379847,115.6729634,Bunbury,Berth 8 Exit,Ground,,Security & Access,Access Control,Card Reader Post,No,,,1,Access Post,,,,,,,,3 - Good,,RSP01817_20211214_01.jpg,,,,,,,,,,,,,
RSP01818,ec7d4a88-085e-49df-969f-4b5119e4f4dc,2021-12-14,-33.32375953,115.6730831,Bunbury,Berth 8 Exit,Ground,,Electrical,Power Distribution,Control Panel,No,,105635,1,,GATE CONTROL PANEL,,,,,,,3 - Good,,RSP01818_Q105635_20211214_01.jpg,,,,,,,,,,,,,
RSP01819,0aca3ce8-6721-40d1-a938-19cf4f51fe84,2021-12-14,-33.32375085,115.6730891,Bunbury,Berth 8 Exit,Ground,,IT & Communications,IT,Communications Cabinet (Rack),No,,105634,1,,COMMUNICATION PANEL,,,,,,,3 - Good,,RSP01819_Q105634_20211214_01.jpg,,,,,,,,,,,,,
RSP01820,ee7bb5b4-507f-4c9b-901a-f5e36572ecb3,2021-12-14,-33.323736,115.6730912,Bunbury,Berth 8 Exit,Ground,,Electrical,Lighting,LED Light,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01821,9fe92229-c09c-4d76-99c1-359f72ce6892,2021-12-14,-33.32381976,115.6729762,Bunbury,Berth 8 Exit,Ground,,Security & Access,Security,CCTV Camera - Bullet,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01822,ad29e99f-88ac-47d4-919a-ab869f5f3ac1,2021-12-14,-33.32381976,115.6729762,Bunbury,Berth 8 Exit,Ground,,Security & Access,Security,CCTV Camera - Dome,No,,,1,,,,,,,,,3 - Good,,,,,,,,,,,,,,,
RSP01823,5f96485d-da13-43fb-9439-54c2d1ce9de0,2021-12-08,-33.32271905,115.6682964,Bunbury,Berth 8 North Side Amenities,Ground,External,Fire Equipment,Fire Suppression,Hydrant,No,,105332,1,Dual,,,,,,Dec-2021,,3 - Good,,RSP01823_Q105332_20211208_01.jpg,,,,,,,,,,,,,
RSP01824,cc99a170-81f9-45f4-85c0-2ad997b3463f,2021-12-08,-33.32282719,115.6683842,Bunbury,Berth 8 North Side Amenities,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,105334,1,,,Mitsubishi,DXC28ZMA-S,776401492BE,8kW,,2017,3 - Good,,RSP01824_Q105334_20211208_01.jpg,RSP01824_Q105334_20211208_02.jpg,,,,,,,,,,,,
RSP01825,54534d17-50e5-4b51-a544-dbb0c504d7c7,2021-12-08,-33.32276079,115.6682404,Bunbury,Berth 8 North Side Amenities,Ground,External,Hydraulics,Hot Water,Electric Hot Water Unit,No,,105331,1,,,Thermann,80THMB136,20081430093H,80L,,14-Aug-2020,3 - Good,,RSP01825_Q105331_20211208_01.jpg,RSP01825_Q105331_20211208_02.jpg,,,,,,,,,,,,
RSP01826,d6dcc151-ac03-4758-b1af-245177ed8c74,2021-12-08,-33.32282943,115.6684167,Bunbury,Berth 8 North Side Amenities,Ground,External,Hydraulics,Domestic Water,Water Meter,No,,105333,1,,W71,Elster,,16B043565,,,,3 - Good,,RSP01826_Q105333_20211208_01.jpg,,,,,,,,,,,,,
RSP01827,02ab93b4-95ca-412b-8f33-d79b042ac003,2021-12-08,-33.32274566,115.6682883,Bunbury,Berth 8 North Side Amenities,Ground,First Aid Room,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,105325,1,,,,ABE,,2.5kg,Oct-2021,,3 - Good,,,,,,,,,,,,,,,
RSP01828,a770a8b3-d15d-4840-a5e3-4da692cb5b8a,2021-12-08,-33.32274566,115.6682883,Bunbury,Berth 8 North Side Amenities,Ground,First Aid Room,Furniture & Fittings,Occasional & Function Furniture,First Aid Bed,No,,,1,Stretcher,,,,,,,,3 - Good,,RSP01828_20211208_01.jpg,,,,,,,,,,,,,
RSP01829,f55d7694-cd23-456d-8e42-a7fdd15ebdb7,2021-12-08,-33.32274566,115.6682883,Bunbury,Berth 8 North Side Amenities,Ground,First Aid Room,Furniture & Fittings,Occasional & Function Furniture,First Aid Bed,No,,,1,,,,,,,,,3 - Good,,RSP01829_20211208_01.jpg,,,,,,,,,,,,,
